,state_id,county_name
1472,2,Big Stone
1473,1,Seminole
1474,2,Pennington
1475,26,Gillespie
1476,6,Keweenaw
1477,26,Scurry
1478,36,Holmes
1479,11,Valencia
1480,2,Rice
1481,27,Clinch
1482,24,Lander
1483,5,Clark
1484,37,Braxton
1485,5,Oneida
1486,17,Hood River
1487,11,Roosevelt
1488,32,Clark
1489,45,Wheatland
1490,27,Newton
1491,45,Sanders
1492,3,Cameron
1493,22,Perkins
1494,3,Ascension
1495,12,Chatham
1496,45,Rosebud
1497,35,Wasatch
1498,43,Madison
1499,7,Bourbon
1500,26,San Patricio
1501,45,Granite
1502,39,Adams
1503,27,Elbert
1504,0,Boulder County
1505,18,Bowman
1506,26,Red River
1507,27,Jackson
1508,12,Orange
1509,27,Wilkes
1510,45,Ravalli
1511,22,Butte
1512,8,Platte
1513,11,Sandoval
1514,5,Caribou
1515,26,Dimmit County
1516,27,Washington
1517,30,Lawrence
1518,33,Stevens
1519,7,Coffey
1520,11,Hidalgo
1521,30,Cullman
1522,0,Costilla
1523,24,Lincoln
1524,33,Benton
1525,41,Caroline
1526,35,Wayne
1527,38,Tishomingo
1528,43,Martin
1529,38,Lincoln
1530,35,Emery
1531,35,Millard
1532,36,Flagler
1533,36,Sumter
1534,11,Rio Arriba
1535,10,Camden
